Config,Project,Model,Temp,Tier,Item,Status,Sim,Conflict
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.3,1,external compliance auditor,Accepted,0.4069,school district compliance officer
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.3,1,students with disabilities,Rejected,1.0,students with disabilities
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.3,1,students from low‑income households,Rejected,0.8297,students from low socioeconomic status
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.3,1,english language learners,Rejected,0.8853,english language learner students
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.3,1,racial and ethnic minority students,Rejected,0.9365,students from minority ethnic backgrounds
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.3,1,neurodivergent students,Rejected,0.8285,neurodiverse students
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.3,1,students in foster care,Rejected,1.0,students in foster care
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.3,1,students with limited broadband access,Rejected,0.8054,students with limited digital access
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.3,1,lgbtq+ students,Rejected,1.0,lgbtq+ students
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.3,1,students with undocumented immigration status,Rejected,0.8719,undocumented students
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.3,1,students with chronic health conditions affecting attendance,Accepted,0.769,students with chronic absenteeism
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.7,0,school board member,Rejected,0.904,school district board member
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.7,0,parent representative,Accepted,0.7267,parent-teacher association representative
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.7,0,student representative,Rejected,1.0,student representative
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.7,0,teacher,Rejected,1.0,teacher
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.7,0,principal,Rejected,0.8129,school principal
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.7,0,school counselor,Rejected,1.0,school counselor
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.7,0,school psychologist,Rejected,0.8626,educational psychologist
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.7,0,special education teacher,Accepted,0.7867,school district special education coordinator
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.7,0,school it manager,Rejected,0.877,school district it manager
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.7,0,data protection officer,Rejected,1.0,data protection officer
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.7,0,legal counsel,Rejected,1.0,legal counsel
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.7,0,state education department official,Rejected,0.9809,state department of education official
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.7,0,equity specialist,Accepted,0.5904,equity and inclusion officer
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.7,0,accessibility specialist,Accepted,0.6941,learning disabilities specialist
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.7,0,curriculum developer,Rejected,1.0,curriculum developer
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.7,0,assessment designer,Accepted,0.5378,curriculum developer
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.7,0,accreditation body representative,Rejected,1.0,accreditation body representative
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.7,0,educational researcher,Rejected,0.9625,education researcher
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.7,0,it security specialist,Accepted,0.6628,school it administrator
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.7,0,disability advocate,Accepted,0.6591,learning disabilities specialist
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.7,0,english language learner advocate,Accepted,0.7829,english language learner students
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.7,0,low-income student advocate,Accepted,0.611,students from low socioeconomic status
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.7,0,minority student advocate,Accepted,0.7703,low-income student advocate
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.7,0,student with mental health needs advocate,Accepted,0.7883,students with mental health conditions
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.7,0,students with disabilities,Rejected,1.0,students with disabilities
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.7,0,english language learners,Rejected,0.8853,english language learner students
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.7,0,low-income students,Rejected,0.8259,students from low socioeconomic status
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.7,0,minority students,Rejected,0.8821,students from minority ethnic backgrounds
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.7,0,students with learning disabilities,Rejected,0.958,students with disabilities
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.7,0,students with mental health challenges,Rejected,0.9077,students with mental health conditions
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.7,0,students from marginalized communities,Accepted,0.6629,students from low socioeconomic status
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.7,0,students who are frequently flagged as at-risk,Rejected,0.8547,students identified as at‑risk
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.3,1,student,Rejected,1.0,student
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.3,1,parent or guardian,Rejected,0.9552,parent/guardian
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.3,1,teacher,Rejected,1.0,teacher
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.3,1,school principal,Rejected,1.0,school principal
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.3,1,school district superintendent,Rejected,0.943,district superintendent
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.3,1,special education coordinator,Rejected,0.8992,school district special education coordinator
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.3,1,school counselor,Rejected,1.0,school counselor
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.3,1,data protection officer,Rejected,1.0,data protection officer
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.3,1,it system administrator,Rejected,0.9391,it administrator
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.3,1,state education department official,Rejected,0.9809,state department of education official
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.3,1,teacher union representative,Rejected,0.8476,school district student union representative
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.3,1,ai vendor,Rejected,0.8392,ai vendor product manager
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.3,1,institutional review board member,Accepted,0.671,institutional ai ethics review board member
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.3,1,education researcher,Rejected,1.0,education researcher
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.3,1,accreditation agency representative,Rejected,0.8413,accreditation body representative
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.3,1,students with disabilities,Rejected,1.0,students with disabilities
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.3,1,english language learners,Rejected,0.8853,english language learner students
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.3,1,low‑income students,Rejected,0.8326,students from low socioeconomic status
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.3,1,racial/ethnic minority students,Rejected,0.9414,students from minority ethnic backgrounds
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.3,1,students in foster care or unstable housing,Rejected,0.8919,students in foster care or with unstable home situations
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.3,1,students with behavioral or mental health challenges,Rejected,0.8624,students with behavioral challenges
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.3,1,rural students with limited broadband access,Accepted,0.6971,students with limited digital access
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.0,1,student,Rejected,1.0,student
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.0,1,parent or guardian,Rejected,0.9552,parent/guardian
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.0,1,teacher,Rejected,1.0,teacher
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.0,1,school principal,Rejected,1.0,school principal
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.0,1,district superintendent,Rejected,1.0,district superintendent
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.0,1,school counselor,Rejected,1.0,school counselor
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.0,1,special education coordinator,Rejected,0.8992,school district special education coordinator
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.0,1,school data privacy officer,Rejected,0.8458,school district data protection officer
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.0,1,it system administrator,Rejected,0.9391,it administrator
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.0,1,curriculum developer,Rejected,1.0,curriculum developer
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.0,1,state education department official,Rejected,0.9809,state department of education official
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.0,1,school board member,Rejected,0.904,school district board member
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.0,1,teacher union representative,Rejected,0.8476,school district student union representative
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.0,1,education researcher,Rejected,1.0,education researcher
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.0,1,disability rights advocate,Rejected,0.9333,disability advocate
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.0,1,mental health professional,Rejected,1.0,mental health professional
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.0,1,funding agency representative,Accepted,0.6456,federal education agency representative
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.0,1,students with disabilities,Rejected,1.0,students with disabilities
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.0,1,low-income students,Rejected,0.8259,students from low socioeconomic status
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.0,1,english language learners,Rejected,0.8853,english language learner students
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.0,1,racial/ethnic minority students,Rejected,0.9414,students from minority ethnic backgrounds
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.0,1,students in foster care,Rejected,1.0,students in foster care
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.0,1,neurodivergent students,Rejected,0.8285,neurodiverse students
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.0,1,rural students with limited internet access,Rejected,0.9276,rural students with limited broadband access
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.0,1,students with chronic illnesses,Accepted,0.7947,students with chronic health conditions affecting attendance
4_role_Clusters,AI-powered student assessment,gpt-5.1-2025-11-13,0.0,1,student,Rejected,1.0,student
4_role_Clusters,AI-powered student assessment,gpt-5.1-2025-11-13,0.0,1,teacher,Rejected,1.0,teacher
4_role_Clusters,AI-powered student assessment,gpt-5.1-2025-11-13,0.0,1,school counselor,Rejected,1.0,school counselor
4_role_Clusters,AI-powered student assessment,gpt-5.1-2025-11-13,0.0,1,special education teacher,Rejected,1.0,special education teacher
4_role_Clusters,AI-powered student assessment,gpt-5.1-2025-11-13,0.0,1,school psychologist,Rejected,0.8626,educational psychologist
4_role_Clusters,AI-powered student assessment,gpt-5.1-2025-11-13,0.0,1,school social worker,Accepted,0.6139,school counselor
4_role_Clusters,AI-powered student assessment,gpt-5.1-2025-11-13,0.0,1,school principal,Rejected,1.0,school principal
4_role_Clusters,AI-powered student assessment,gpt-5.1-2025-11-13,0.0,1,school district administrator,Rejected,0.8695,school administrator
4_role_Clusters,AI-powered student assessment,gpt-5.1-2025-11-13,0.0,1,academic advisor,Accepted,0.7163,academic researcher
4_role_Clusters,AI-powered student assessment,gpt-5.1-2025-11-13,0.0,1,registrar,Accepted,0.4143,it administrator
4_role_Clusters,AI-powered student assessment,gpt-5.1-2025-11-13,0.0,1,parent or legal guardian,Rejected,0.8684,parent/guardian
4_role_Clusters,AI-powered student assessment,gpt-5.1-2025-11-13,0.0,1,student representative,Rejected,1.0,student representative
4_role_Clusters,AI-powered student assessment,gpt-5.1-2025-11-13,0.0,1,parent-teacher association representative,Rejected,1.0,parent-teacher association representative
4_role_Clusters,AI-powered student assessment,gpt-5.1-2025-11-13,0.0,1,teachers' union representative,Rejected,0.832,school district student union representative
4_role_Clusters,AI-powered student assessment,gpt-5.1-2025-11-13,0.0,1,school board member,Rejected,0.904,school district board member
4_role_Clusters,AI-powered student assessment,gpt-5.1-2025-11-13,0.0,1,ministry of education official,Accepted,0.752,state department of education official
4_role_Clusters,AI-powered student assessment,gpt-5.1-2025-11-13,0.0,1,data protection officer,Rejected,1.0,data protection officer
4_role_Clusters,AI-powered student assessment,gpt-5.1-2025-11-13,0.0,1,data protection authority representative,Rejected,0.8426,data protection officer
4_role_Clusters,AI-powered student assessment,gpt-5.1-2025-11-13,0.0,1,civil rights commission official,Accepted,0.785,civil rights organization representative
4_role_Clusters,AI-powered student assessment,gpt-5.1-2025-11-13,0.0,1,chief information officer,Accepted,0.6919,data protection officer
4_role_Clusters,AI-powered student assessment,gpt-5.1-2025-11-13,0.0,1,product manager,Accepted,0.7061,ai vendor product manager
4_role_Clusters,AI-powered student assessment,gpt-5.1-2025-11-13,0.0,1,machine learning engineer,Rejected,1.0,machine learning engineer
4_role_Clusters,AI-powered student assessment,gpt-5.1-2025-11-13,0.0,1,data scientist,Rejected,1.0,data scientist
4_role_Clusters,AI-powered student assessment,gpt-5.1-2025-11-13,0.0,1,software engineer,Accepted,0.6879,machine learning engineer
4_role_Clusters,AI-powered student assessment,gpt-5.1-2025-11-13,0.0,1,ux designer,Accepted,0.5522,assessment designer
4_role_Clusters,AI-powered student assessment,gpt-5.1-2025-11-13,0.0,1,legal counsel for educational institution,Rejected,0.8058,legal counsel
4_role_Clusters,AI-powered student assessment,gpt-5.1-2025-11-13,0.0,1,education policy researcher,Rejected,0.8032,education researcher
4_role_Clusters,AI-powered student assessment,gpt-5.1-2025-11-13,0.0,1,students with disabilities,Rejected,1.0,students with disabilities
4_role_Clusters,AI-powered student assessment,gpt-5.1-2025-11-13,0.0,1,neurodivergent students,Rejected,0.8285,neurodiverse students
4_role_Clusters,AI-powered student assessment,gpt-5.1-2025-11-13,0.0,1,students with mental health conditions,Rejected,1.0,students with mental health conditions
4_role_Clusters,AI-powered student assessment,gpt-5.1-2025-11-13,0.0,1,students with chronic physical illnesses,Rejected,0.9205,students with chronic illnesses
4_role_Clusters,AI-powered student assessment,gpt-5.1-2025-11-13,0.0,1,students from low-income households,Rejected,0.8304,students from low socioeconomic status
4_role_Clusters,AI-powered student assessment,gpt-5.1-2025-11-13,0.0,1,racial and ethnic minority students,Rejected,0.9365,students from minority ethnic backgrounds
4_role_Clusters,AI-powered student assessment,gpt-5.1-2025-11-13,0.0,1,students learning in a second language,Accepted,0.7022,english language learner students
4_role_Clusters,AI-powered student assessment,gpt-5.1-2025-11-13,0.0,1,migrant and refugee students,Accepted,0.6294,students from minority ethnic backgrounds
4_role_Clusters,AI-powered student assessment,gpt-5.1-2025-11-13,0.0,1,students in foster care or without stable guardianship,Rejected,0.8113,students in foster care
4_role_Clusters,AI-powered student assessment,gpt-5.1-2025-11-13,0.0,1,lgbtq+ students,Rejected,1.0,lgbtq+ students
4_role_Clusters,AI-powered student assessment,gpt-5.1-2025-11-13,0.0,1,students with prior disciplinary records,Accepted,0.4929,school district compliance officer
4_role_Clusters,AI-powered student assessment,gpt-5.1-2025-11-13,0.0,1,students with irregular attendance due to work or caregiving responsibilities,Accepted,0.7832,students with chronic health conditions affecting attendance
4_role_Clusters,AI-powered student assessment,gpt-5.1-2025-11-13,0.0,1,students with limited access to digital devices or internet,Rejected,0.9337,students with limited digital access
4_role_Clusters,AI-powered student assessment,gpt-5.1-2025-11-13,0.0,1,rural students in under-resourced schools,Rejected,0.8586,students in rural or remote schools
4_role_Clusters,AI-powered student assessment,gpt-5.1-2025-11-13,0.0,1,first-generation college students,Rejected,0.9139,first-generation students
4_role_Clusters,AI-powered student assessment,phi-4,0.7,3,students,Rejected,0.8448,student
4_role_Clusters,AI-powered student assessment,phi-4,0.7,3,parents,Rejected,0.8197,parent
4_role_Clusters,AI-powered student assessment,phi-4,0.7,3,teachers,Rejected,0.915,teacher
4_role_Clusters,AI-powered student assessment,phi-4,0.7,3,school administrators,Rejected,0.9587,school administrator
4_role_Clusters,AI-powered student assessment,phi-4,0.7,3,data protection officer,Rejected,1.0,data protection officer
4_role_Clusters,AI-powered student assessment,phi-4,0.7,3,educational psychologist,Rejected,1.0,educational psychologist
4_role_Clusters,AI-powered student assessment,phi-4,0.7,3,policy makers,Accepted,0.5754,school district policy maker
4_role_Clusters,AI-powered student assessment,phi-4,0.7,3,ethics committee,Rejected,0.8475,school ethics committee
4_role_Clusters,AI-powered student assessment,phi-4,0.7,3,it security expert,Rejected,0.9085,it security specialist
4_role_Clusters,AI-powered student assessment,phi-4,0.7,3,students with disabilities,Rejected,1.0,students with disabilities
4_role_Clusters,AI-powered student assessment,phi-4,0.7,3,students from socioeconomically disadvantaged backgrounds,Rejected,0.9166,students from low socioeconomic status
4_role_Clusters,AI-powered student assessment,phi-4,0.7,3,minority students,Rejected,0.8821,students from minority ethnic backgrounds
4_role_Clusters,AI-powered student assessment,Qwen3-30B-A3B,0.7,0,education regulatory bodies,Accepted,0.6872,education regulator (state department of education)
4_role_Clusters,AI-powered student assessment,Qwen3-30B-A3B,0.7,0,data protection authorities,Rejected,0.8583,data protection officer
4_role_Clusters,AI-powered student assessment,Qwen3-30B-A3B,0.7,0,students,Rejected,0.8448,student
4_role_Clusters,AI-powered student assessment,Qwen3-30B-A3B,0.7,0,parents/guardians,Rejected,0.8667,parent/guardian
4_role_Clusters,AI-powered student assessment,Qwen3-30B-A3B,0.7,0,teachers,Rejected,0.915,teacher
4_role_Clusters,AI-powered student assessment,Qwen3-30B-A3B,0.7,0,school administrators,Rejected,0.9587,school administrator
4_role_Clusters,AI-powered student assessment,Qwen3-30B-A3B,0.7,0,privacy advocates,Rejected,0.9302,privacy advocate
4_role_Clusters,AI-powered student assessment,Qwen3-30B-A3B,0.7,0,civil rights organizations,Rejected,0.8831,civil rights organization representative
4_role_Clusters,AI-powered student assessment,Qwen3-30B-A3B,0.7,0,technical auditors,Accepted,0.6023,external compliance auditor
4_role_Clusters,AI-powered student assessment,Qwen3-30B-A3B,0.7,0,legal counsel,Rejected,1.0,legal counsel
4_role_Clusters,AI-powered student assessment,Qwen3-30B-A3B,0.7,0,ethics review boards,Accepted,0.7098,institutional ai ethics review board member
4_role_Clusters,AI-powered student assessment,Qwen3-30B-A3B,0.7,0,technical experts,Accepted,0.5248,technical auditors
4_role_Clusters,AI-powered student assessment,Qwen3-30B-A3B,0.7,0,student advocates,Accepted,0.7701,minority student advocate
4_role_Clusters,AI-powered student assessment,Qwen3-30B-A3B,0.7,0,parents' associations,Accepted,0.6837,parent
4_role_Clusters,AI-powered student assessment,Qwen3-30B-A3B,0.7,0,students from marginalized communities,Rejected,1.0,students from marginalized communities
4_role_Clusters,AI-powered student assessment,Qwen3-30B-A3B,0.7,0,non-english language learners,Rejected,0.8289,non-native english speaking students
4_role_Clusters,AI-powered student assessment,Qwen3-30B-A3B,0.7,0,students with disabilities,Rejected,1.0,students with disabilities
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.0,0,school principal,Rejected,1.0,school principal
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.0,0,vice principal,Accepted,0.6564,school principal
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.0,0,classroom teacher,Rejected,0.9059,teacher
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.0,0,school counselor,Rejected,1.0,school counselor
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.0,0,parent or guardian,Rejected,0.9552,parent/guardian
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.0,0,school it administrator,Rejected,1.0,school it administrator
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.0,0,school data protection officer,Rejected,0.9399,school district data protection officer
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.0,0,school legal counsel,Rejected,0.9014,school district legal counsel
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.0,0,school board member,Rejected,0.904,school district board member
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.0,0,state education department official,Rejected,0.9809,state department of education official
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.0,0,ai system vendor,Rejected,0.9389,ai system vendor representative
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.0,0,machine learning engineer,Rejected,1.0,machine learning engineer
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.0,0,data scientist,Rejected,1.0,data scientist
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.0,0,student privacy advocate,Accepted,0.7962,students with privacy concerns (sensitive data)
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.0,0,district compliance officer,Rejected,0.9029,school district compliance officer
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.0,0,district equity officer,Accepted,0.6797,school district financial officer
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.0,0,district special education coordinator,Rejected,0.976,school district special education coordinator
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.0,0,district attendance officer,Accepted,0.6801,district superintendent
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.0,0,district assessment coordinator,Accepted,0.7319,school district student services coordinator
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.0,0,district curriculum coordinator,Accepted,0.7857,district assessment coordinator
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.0,0,district student services coordinator,Rejected,0.9581,school district student services coordinator
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.0,0,district student data analyst,Accepted,0.6549,school district data protection officer
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.0,0,district student data privacy officer,Rejected,0.8299,school district data protection officer
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.0,0,district student data governance officer,Rejected,0.8464,school district data governance board member
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.0,0,district student data ethics officer,Accepted,0.697,school district data protection officer
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.0,0,district student data compliance officer,Rejected,0.8365,school district compliance officer
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.0,0,district student data security officer,Rejected,0.8651,school district data protection officer
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.0,0,district student data quality officer,Accepted,0.7895,district student data analyst
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.0,0,district student data stewardship officer,Rejected,0.8411,district student data quality officer
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.0,0,district student data management officer,Rejected,0.8654,district student data quality officer
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.0,0,district student data integration officer,Rejected,0.8341,district student data quality officer
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.0,0,district student data analytics officer,Rejected,0.8861,district student data analyst
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.0,0,district student data science officer,Rejected,0.8668,district student data analyst
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.0,0,district student data engineering officer,Rejected,0.8487,district student data quality officer
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.0,0,students with learning disabilities,Rejected,0.958,students with disabilities
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.0,0,students from low socioeconomic backgrounds,Rejected,0.9567,students from low socioeconomic status
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.0,0,students from minority ethnic backgrounds,Rejected,1.0,students from minority ethnic backgrounds
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.0,0,students with limited english proficiency,Rejected,1.0,students with limited english proficiency
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.0,0,students with mental health conditions,Rejected,1.0,students with mental health conditions
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.0,0,students with chronic health conditions,Rejected,0.9335,students with chronic illnesses
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.0,0,students with physical or sensory disabilities,Rejected,0.8471,students with disabilities
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.0,0,students in foster care,Rejected,1.0,students in foster care
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.0,0,students with special educational needs,Rejected,0.8228,students in special education programs
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.0,0,students in remote or rural areas,Rejected,0.894,students in rural or remote schools
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.0,0,students with limited access to technology,Rejected,0.8575,students with limited digital access
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.0,0,students with low digital literacy,Rejected,0.9466,students with limited digital literacy
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.0,0,students at risk of dropping out,Rejected,0.8943,at-risk students (predicted to drop out)
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.0,0,students labeled as underperforming,Accepted,0.5584,students in under-resourced schools
4_role_Clusters,AI-powered student assessment,Qwen3-30B-A3B,0.7,0,education regulatory bodies,Rejected,1.0,education regulatory bodies
4_role_Clusters,AI-powered student assessment,Qwen3-30B-A3B,0.7,0,data protection agencies,Rejected,0.8314,data protection officer
4_role_Clusters,AI-powered student assessment,Qwen3-30B-A3B,0.7,0,school administrators,Rejected,0.9587,school administrator
4_role_Clusters,AI-powered student assessment,Qwen3-30B-A3B,0.7,0,teachers,Rejected,0.915,teacher
4_role_Clusters,AI-powered student assessment,Qwen3-30B-A3B,0.7,0,parents/guardians,Rejected,0.8667,parent/guardian
4_role_Clusters,AI-powered student assessment,Qwen3-30B-A3B,0.7,0,student advocacy groups,Rejected,0.8009,student advocates
4_role_Clusters,AI-powered student assessment,Qwen3-30B-A3B,0.7,0,privacy advocates,Rejected,0.9302,privacy advocate
4_role_Clusters,AI-powered student assessment,Qwen3-30B-A3B,0.7,0,ethical review boards,Rejected,0.966,ethics review boards
4_role_Clusters,AI-powered student assessment,Qwen3-30B-A3B,0.7,0,legal counsel,Rejected,1.0,legal counsel
4_role_Clusters,AI-powered student assessment,Qwen3-30B-A3B,0.7,0,data privacy officers,Rejected,0.8057,data protection officer
4_role_Clusters,AI-powered student assessment,Qwen3-30B-A3B,0.7,0,technical auditors,Rejected,1.0,technical auditors
4_role_Clusters,AI-powered student assessment,Qwen3-30B-A3B,0.7,0,students from marginalized communities,Rejected,1.0,students from marginalized communities
4_role_Clusters,AI-powered student assessment,Qwen3-30B-A3B,0.7,0,non-english speaking students,Rejected,0.9338,non-native english speaking students
4_role_Clusters,AI-powered student assessment,Qwen3-30B-A3B,0.7,0,students with disabilities,Rejected,1.0,students with disabilities
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.0,0,student,Rejected,1.0,student
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.0,0,parent,Rejected,1.0,parent
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.0,0,teacher,Rejected,1.0,teacher
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.0,0,school administrator (principal),Rejected,0.9183,school administrator
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.0,0,school district it staff (system administrator),Rejected,0.8824,school district it manager
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.0,0,school district data protection officer,Rejected,1.0,school district data protection officer
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.0,0,school district legal counsel,Rejected,1.0,school district legal counsel
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.0,0,state education department official,Rejected,0.9809,state department of education official
